Distance_km,Vehicle_Type,Passengers,Nominal_L_per_100km,Duration_min,Fuel_Consumed_L
6.99,Sedan,4,5.23,14.6,0.35
23.15,SUV,2,8.51,30.28,2.0
18.51,Van,7,11.38,30.53,2.73
58.2,Sedan,2,7.71,86.07,4.51
31.35,Sedan,3,5.97,43.92,2.22
20.58,Van,3,9.41,42.07,2.11
30.16,Bus,32,13.67,77.33,5.43
15.56,SUV,4,9.72,23.94,1.64
27.84,SUV,6,11.07,48.98,3.53
78.09,Sedan,2,8.02,98.68,7.08
14.14,SUV,6,10.06,32.71,1.43
22.9,SUV,6,9.96,47.89,2.34
12.09,Sedan,1,8.54,10.35,1.03
10.61,Sedan,2,6.9,29.8,0.79
36.54,Sedan,4,7.28,53.26,3.05
8.78,Sedan,1,6.12,5.0,0.59
27.56,Sedan,3,4.87,40.05,1.1
35.16,Sedan,3,5.68,44.78,2.29
16.01,Sedan,2,6.49,27.85,1.26
45.24,Sedan,3,6.57,63.54,3.22
42.82,Bus,41,23.78,112.42,14.33
15.95,SUV,4,9.12,26.8,1.62
7.74,Van,13,13.12,13.41,1.24
28.92,Van,2,10.22,52.21,3.4
20.16,SUV,2,8.53,32.33,1.69
23.8,Sedan,2,4.91,35.87,1.24
28.73,SUV,1,7.89,42.58,2.49
6.65,SUV,6,9.79,17.93,0.74
15.34,Van,12,11.01,31.3,2.06
54.59,SUV,1,10.41,78.81,6.72
24.28,Sedan,1,6.72,38.48,1.9
29.96,Sedan,3,6.08,53.26,1.88
22.95,Sedan,3,9.08,32.84,2.01
29.41,SUV,2,8.86,63.29,2.43
42.28,SUV,2,10.74,83.59,4.54
4.07,Sedan,4,6.02,13.08,0.4
33.74,Bus,32,20.13,96.05,8.76
20.35,SUV,2,10.39,35.57,2.53
37.38,Sedan,4,6.75,47.22,2.62
16.41,Sedan,1,4.0,28.36,0.7
15.96,Sedan,4,6.52,24.18,0.9
8.51,Sedan,2,7.98,5.83,0.61
20.71,Sedan,3,7.13,37.11,1.42
8.08,Sedan,2,7.04,14.31,0.6
19.51,Sedan,1,4.43,32.37,0.98
23.78,Sedan,3,5.64,43.01,1.3
12.8,Bus,20,19.23,31.9,3.66
6.03,Sedan,3,6.99,12.06,0.47
4.81,SUV,2,10.82,12.17,0.69
10.24,SUV,3,8.78,29.54,0.81
4.5,Bus,15,19.22,18.19,0.95
23.36,Sedan,2,6.52,45.7,1.84
79.39,Sedan,2,5.32,131.35,4.59
8.39,Bus,16,11.23,18.0,1.39
90.92,Bus,13,19.29,212.27,18.92
22.79,Van,6,11.31,41.42,2.29
25.95,Sedan,2,5.76,41.55,1.83
6.35,Sedan,1,4.56,12.66,0.44
24.06,Van,10,12.13,48.01,3.9
14.67,Bus,7,17.2,46.02,2.74
52.5,SUV,7,9.84,83.5,5.03
4.82,SUV,3,11.8,13.84,0.6
14.85,Sedan,4,4.0,24.44,0.8
11.62,Van,14,9.74,19.75,1.59
26.65,Sedan,1,6.25,35.55,1.59
2.64,Sedan,2,8.25,5.68,0.36
51.51,SUV,6,6.55,79.28,3.64
25.97,SUV,6,11.9,40.21,3.83
24.82,Sedan,4,6.66,35.4,2.14
8.72,Sedan,1,6.38,21.22,0.56
34.89,SUV,2,8.7,55.63,3.35
32.69,Sedan,2,5.98,37.79,2.08
44.66,SUV,5,10.57,54.25,5.17
17.24,Sedan,1,5.22,26.78,1.01
5.98,SUV,7,9.52,24.95,0.7
13.2,SUV,4,8.42,11.0,1.2
38.25,Sedan,1,5.59,63.74,2.51
14.94,Sedan,3,9.6,33.31,1.14
65.79,Sedan,4,7.0,74.26,5.79
35.42,Sedan,3,7.24,48.62,2.38
60.36,Bus,18,21.41,167.5,15.84
15.53,Sedan,4,4.79,19.75,0.89
28.19,Van,10,14.15,56.17,4.0
10.3,Sedan,2,4.0,19.78,0.56
36.62,Van,6,9.62,52.69,4.38
29.56,Van,6,10.17,41.69,3.72
34.17,SUV,2,9.87,52.53,3.48
16.54,SUV,2,9.33,30.49,1.78
23.42,SUV,3,8.75,39.97,2.44
22.61,Sedan,3,6.49,51.64,1.61
16.6,Bus,40,15.07,42.86,3.99
24.35,Van,4,8.3,45.43,2.16
27.19,Bus,30,20.18,68.47,7.53
30.45,Sedan,3,7.33,41.95,2.0
16.32,Van,3,13.85,33.56,2.36
35.38,Bus,13,15.63,85.54,6.11
33.94,Sedan,2,7.33,57.55,2.52
30.83,Sedan,2,6.16,42.09,1.9
37.12,Van,14,13.14,86.33,5.79
19.08,SUV,3,10.53,36.72,2.53
9.23,Van,2,11.38,22.07,1.09
34.03,Sedan,2,6.09,61.66,2.6
14.38,Van,6,12.73,33.92,2.09
6.25,Sedan,1,7.28,16.55,0.52
14.66,Sedan,1,5.68,26.29,1.04
24.0,Sedan,4,4.91,46.22,1.32
49.05,Van,10,10.48,67.87,6.39
27.34,Van,5,13.73,39.86,3.95
36.99,SUV,4,10.72,54.07,4.45
33.56,Sedan,2,5.17,65.02,1.72
26.5,Bus,25,14.5,77.6,5.54
18.06,Sedan,3,8.03,32.93,1.68
10.27,Van,3,8.96,19.0,1.15
70.69,SUV,3,9.76,115.09,8.46
14.95,Sedan,3,5.76,23.34,0.68
17.83,SUV,6,11.43,34.87,2.52
20.0,Sedan,4,5.58,30.48,1.37
14.68,Van,4,13.06,29.73,2.28
29.88,SUV,3,9.28,44.29,3.49
14.86,Sedan,2,6.8,20.74,0.92
17.55,Bus,8,12.09,45.3,2.29
14.07,Sedan,4,4.0,26.01,0.57
17.29,SUV,3,8.67,25.83,1.86
8.89,Bus,30,18.74,17.49,2.56
7.35,SUV,3,7.31,22.86,0.54
55.49,Sedan,2,5.19,98.78,3.76
37.11,Bus,5,19.68,85.73,7.21
50.27,SUV,2,9.84,61.21,5.53
53.03,Sedan,2,6.33,77.23,3.67
11.28,Sedan,3,7.44,19.92,0.91
48.94,Van,11,8.89,89.42,5.12
41.16,SUV,1,8.47,81.71,3.38
17.19,SUV,3,11.47,18.96,2.32
27.17,Bus,22,18.2,50.69,6.57
36.33,Van,3,11.23,54.77,3.68
31.59,Sedan,4,9.27,57.04,3.57
20.1,Sedan,4,4.82,42.68,1.07
24.24,Sedan,4,7.46,47.74,2.19
29.22,Van,3,14.0,56.54,3.99
16.83,Sedan,2,6.11,24.25,1.02
31.27,SUV,5,10.29,59.88,4.01
13.22,Van,11,9.23,23.44,1.69
49.91,Bus,44,15.94,98.18,12.88
39.99,Sedan,3,6.96,53.37,3.01
36.79,Van,10,12.44,62.7,4.87
27.97,Sedan,1,7.85,42.95,2.7
25.37,Van,8,13.83,50.93,3.72
40.93,Sedan,1,6.42,47.24,2.41
9.59,Sedan,3,7.93,14.38,0.94
12.09,Van,6,10.38,24.1,1.36
31.75,Sedan,3,7.58,47.07,2.96
21.35,Sedan,2,6.75,26.38,1.74
14.72,Van,4,11.8,29.32,1.96
42.84,Van,8,11.76,84.22,5.09
23.8,SUV,4,6.59,29.16,1.89
27.12,Van,2,8.98,59.14,2.51
43.48,SUV,7,9.15,77.33,4.17
19.9,Sedan,4,4.48,43.11,1.21
66.39,Sedan,2,7.5,118.45,5.73
10.25,Sedan,4,7.55,18.48,0.89
42.68,Bus,27,18.98,92.47,11.16
15.36,SUV,4,7.32,26.33,1.1
38.6,SUV,4,11.07,54.36,5.37
13.38,SUV,1,12.06,24.72,1.96
7.28,Bus,25,18.44,26.98,1.79
38.91,Sedan,1,7.11,71.72,3.01
17.26,SUV,5,9.3,28.37,1.8
7.52,SUV,6,9.8,18.64,0.86
40.04,SUV,7,8.82,66.03,4.1
25.26,Sedan,4,6.46,30.51,1.89
17.22,Bus,12,20.72,35.11,4.87
28.03,Bus,35,25.04,71.4,9.05
19.8,SUV,4,6.9,35.68,1.44
18.23,Van,13,10.81,46.88,2.61
36.07,Bus,19,14.46,82.11,7.41
25.45,Van,4,13.87,45.86,3.42
12.78,Sedan,2,5.79,21.72,0.73
21.76,SUV,5,6.84,29.12,1.59
35.74,SUV,7,9.96,65.63,3.55
9.97,SUV,2,11.62,20.45,1.54
45.2,Van,8,12.19,92.24,6.78
24.87,Bus,24,18.61,73.98,6.97
23.64,Bus,32,19.23,48.85,6.54
24.42,SUV,6,11.12,44.09,3.19
57.12,Sedan,2,5.45,75.61,3.81
21.86,Bus,11,17.66,46.22,5.24
17.38,Van,5,10.19,37.86,1.65
20.06,Sedan,1,5.1,31.68,0.83
38.9,Bus,43,17.01,100.5,12.1
32.58,Bus,13,21.32,60.51,8.6
22.08,SUV,5,9.85,41.1,2.55
74.4,SUV,4,9.97,141.69,9.27
30.94,Sedan,2,6.68,50.21,2.1
11.6,Sedan,3,7.13,14.34,0.93
4.21,Sedan,2,5.54,10.06,0.2
32.85,Van,13,10.44,68.06,4.62
18.22,Sedan,1,6.73,38.39,1.51
7.08,Sedan,3,6.83,12.64,0.49
20.54,Sedan,2,6.88,43.17,1.52
34.24,SUV,2,8.79,46.09,3.04
19.55,Bus,42,16.87,43.42,4.61
21.38,Sedan,3,10.29,31.48,2.18
3.87,Sedan,4,7.59,5.0,0.21
32.89,Van,2,11.74,62.44,4.09
5.85,SUV,6,8.65,10.67,0.63
14.62,Sedan,1,5.96,29.16,0.72
26.3,SUV,5,8.8,51.48,2.77
12.58,Sedan,4,6.85,26.39,1.03
14.46,Sedan,2,4.24,8.2,0.61
25.53,SUV,6,6.65,33.54,1.87
26.86,SUV,1,8.04,39.63,2.55
22.52,Bus,44,18.62,61.65,6.84
3.52,Sedan,3,6.21,8.55,0.35
4.78,SUV,5,11.22,10.73,0.42
38.88,SUV,6,6.78,52.12,3.36
16.97,Sedan,3,5.6,22.1,0.98
82.01,Van,2,13.74,135.9,13.83
25.61,Sedan,2,6.66,43.09,2.14
65.64,Bus,22,20.65,169.29,18.98
19.35,Sedan,4,8.96,43.02,2.1
15.54,SUV,7,7.96,35.84,1.14
33.15,Sedan,2,6.38,44.57,2.3
43.72,Bus,40,17.18,102.98,11.92
19.42,SUV,7,6.07,35.57,1.23
32.48,SUV,1,8.53,50.98,2.99
5.88,Sedan,4,7.56,14.18,0.57
11.59,Van,3,11.97,21.04,1.28
28.61,Sedan,2,7.24,47.71,2.24
17.05,Bus,44,16.87,35.17,4.46
26.25,Sedan,1,5.71,50.01,1.73
28.91,Sedan,4,8.02,57.64,2.96
32.16,Sedan,1,5.9,39.56,2.05
38.37,SUV,5,9.44,78.39,4.17
38.93,SUV,4,9.25,82.94,4.59
9.79,Sedan,4,8.25,25.42,0.81
19.68,Van,11,12.75,37.01,3.2
19.27,SUV,7,7.06,26.9,1.37
21.08,SUV,4,7.22,36.35,2.01
18.16,SUV,7,9.87,34.36,1.86
21.99,SUV,3,8.9,42.13,2.14
14.14,SUV,5,8.32,30.57,1.33
36.85,Sedan,2,7.72,44.63,3.47
28.94,Sedan,2,6.72,52.64,2.36
14.04,Bus,29,18.16,33.78,3.04
22.27,Bus,32,20.34,59.46,6.98
61.78,Sedan,1,6.05,74.94,3.87
10.21,Sedan,1,8.38,24.02,0.73
11.88,SUV,2,7.82,22.99,1.02
37.89,SUV,4,9.99,53.92,4.9
53.96,Sedan,2,8.22,92.18,4.56
26.94,Sedan,3,4.85,44.88,1.35
23.2,Van,6,10.38,41.68,3.1
8.82,Van,1,13.06,16.56,1.48
16.08,Sedan,4,7.89,33.35,1.14
15.5,Sedan,4,6.29,29.59,1.06
16.19,Sedan,4,5.62,26.92,1.09
12.92,Van,14,12.72,30.21,1.85
8.39,Sedan,2,7.92,17.6,0.75
33.36,Sedan,2,5.1,51.06,1.59
28.01,Van,7,8.83,48.92,2.45
8.41,Sedan,2,6.77,14.09,0.52
22.46,Van,3,12.13,53.57,3.01
17.68,Sedan,2,6.14,23.56,0.95
57.86,Sedan,3,7.32,90.84,5.29
46.23,Sedan,1,5.65,51.7,3.2
57.65,Van,13,7.19,110.66,4.38
15.91,Bus,24,16.73,36.51,3.5
5.25,Van,5,11.11,5.0,0.71
9.55,Sedan,4,6.17,15.82,0.62
16.12,Van,4,8.91,25.76,1.41
18.57,Sedan,1,4.32,46.84,0.95
58.43,Sedan,3,5.88,109.22,3.26
36.72,Bus,11,20.69,104.41,8.43
28.04,Sedan,3,8.01,37.66,2.68
46.65,Sedan,1,7.93,60.69,3.67
31.13,Sedan,3,5.52,52.83,1.77
35.38,Sedan,2,5.12,72.33,1.81
17.69,Sedan,1,7.1,38.24,1.19
7.06,SUV,2,9.95,15.75,0.79
5.92,SUV,5,9.6,13.0,0.69
6.0,Bus,19,11.96,18.68,0.78
33.08,Van,4,9.44,68.4,3.99
12.24,Sedan,3,6.46,28.34,0.78
17.77,Sedan,3,7.08,39.26,1.36
7.81,Sedan,4,7.42,13.3,0.6
42.98,SUV,5,9.22,67.67,4.4
21.72,Sedan,1,6.9,35.07,1.79
25.46,SUV,7,9.13,35.27,2.43
27.12,SUV,5,10.03,42.55,3.57
29.28,SUV,2,9.47,51.05,2.68
44.37,SUV,7,9.1,59.24,3.89
33.81,Sedan,2,6.18,49.71,2.4
10.6,Bus,10,18.24,23.0,2.1
11.8,Van,12,11.87,30.73,1.61
93.99,Sedan,1,6.82,157.86,7.37
39.57,Bus,26,19.14,99.41,10.65
75.49,SUV,3,11.01,83.97,7.49
18.66,Bus,30,18.8,48.99,4.67
53.83,Van,8,9.83,72.53,5.14
29.9,SUV,1,10.33,54.33,3.72
26.51,Sedan,1,4.86,42.15,1.54
22.32,Sedan,3,5.2,49.57,1.47
36.37,SUV,3,9.5,54.04,4.29
30.76,SUV,7,9.77,38.68,3.22
19.4,Sedan,3,5.01,34.16,1.17
14.53,Sedan,3,6.04,24.64,1.0
19.81,Van,14,9.91,38.99,2.3
21.91,Bus,32,16.54,47.11,5.02
16.66,SUV,5,10.42,31.59,2.04
11.49,Sedan,2,7.35,22.0,0.96
22.91,Sedan,3,6.48,43.73,1.7
28.49,Sedan,4,5.84,50.25,1.62
26.15,Bus,13,13.95,47.25,4.73
9.43,Sedan,3,8.2,17.01,0.6
57.47,SUV,4,9.89,69.37,6.72
66.06,Sedan,4,5.65,76.23,4.38
32.72,SUV,4,10.08,57.21,3.6
36.92,Van,9,10.87,54.53,4.57
25.57,Van,6,10.48,50.44,2.96
27.51,Sedan,2,7.02,41.69,1.82
5.63,Sedan,4,5.61,16.19,0.36
20.6,Sedan,2,6.09,41.17,1.34
20.8,Bus,15,18.36,67.78,5.06
64.81,Bus,6,16.5,172.6,10.85
17.97,SUV,5,10.0,40.63,1.75
56.89,SUV,7,11.8,85.63,7.92
22.29,Van,5,9.64,33.99,2.48
16.25,Sedan,2,4.5,29.19,0.62
5.94,Bus,18,11.99,17.34,0.67
27.23,SUV,7,8.77,44.14,2.47
12.7,Sedan,4,5.7,13.07,0.99
6.61,SUV,3,9.31,16.43,0.66
32.58,Sedan,2,6.66,60.7,2.65
27.93,Sedan,4,4.58,52.63,1.61
29.5,Van,12,7.73,63.83,3.25
22.17,Sedan,2,6.86,32.41,1.67
13.6,SUV,2,9.2,26.42,1.41
10.35,Sedan,1,5.99,25.12,0.64
52.61,Sedan,2,4.51,96.58,2.1
34.29,Sedan,3,7.07,41.96,2.25
39.91,Sedan,4,8.03,60.97,3.15
19.96,Van,5,11.5,32.4,2.49
12.4,Sedan,1,5.48,17.18,0.81
11.44,SUV,5,9.07,22.03,1.28
23.22,SUV,5,6.95,38.97,2.04
12.78,Van,8,12.9,22.21,2.22
5.13,Bus,44,18.25,9.32,1.8
31.55,Van,1,7.82,60.98,2.72
39.9,Sedan,4,6.14,46.45,2.57
15.06,Sedan,1,7.06,15.3,1.05
6.39,Sedan,2,6.1,18.48,0.4
24.6,SUV,7,8.59,45.41,2.19
19.79,Sedan,2,5.03,24.77,1.03
17.0,SUV,3,9.85,31.97,1.48
29.12,SUV,4,8.03,40.3,2.62
23.78,Sedan,4,4.0,34.79,1.17
28.41,Van,1,10.33,57.36,3.21
23.07,Sedan,2,7.68,45.35,1.58
12.76,Sedan,2,6.04,25.36,0.79
12.09,Van,14,14.13,21.49,2.08
22.19,SUV,7,9.64,44.93,2.02
38.15,Van,12,11.61,67.39,5.83
23.45,SUV,1,8.81,36.08,2.49
13.89,Sedan,1,6.42,38.24,0.85
24.53,Van,8,10.53,47.49,3.14
25.18,Van,4,10.46,43.92,2.79
12.85,Van,5,11.96,35.91,1.78
65.49,Sedan,3,5.38,100.98,3.88
36.95,SUV,2,7.39,50.62,3.27
20.02,Sedan,4,5.15,29.88,1.37
62.55,Sedan,4,8.95,76.69,6.69
27.32,Bus,23,19.59,78.64,7.32
25.89,Sedan,1,6.87,44.64,1.95
49.46,Bus,32,14.83,110.63,10.58
37.12,SUV,3,9.94,72.98,3.88
29.83,Sedan,4,6.36,60.12,1.92
16.65,SUV,3,9.32,23.83,1.45
21.97,Bus,23,15.07,39.86,4.67
19.79,Van,5,11.29,44.02,2.68
14.07,Van,2,10.24,34.52,1.91
78.31,Van,9,9.62,167.74,9.05
37.32,Van,3,12.32,74.27,4.29
19.28,Van,10,8.23,34.49,2.13
27.96,Sedan,2,7.18,38.64,2.24
19.93,SUV,1,10.03,28.45,2.0
12.52,Sedan,1,5.44,16.27,0.86
5.06,Bus,24,15.54,18.68,1.14
29.49,Bus,22,17.33,68.26,7.72
22.45,Sedan,3,6.84,50.76,1.52
43.7,Van,12,10.72,59.8,6.28
15.16,Bus,16,19.3,39.84,3.88
43.74,Sedan,4,8.62,52.61,3.52
46.8,SUV,1,8.24,46.93,4.17
6.93,Bus,10,12.85,27.12,1.14
40.11,Sedan,4,7.49,63.79,3.06
36.09,Van,2,14.03,77.67,5.56
21.02,Sedan,3,6.97,34.33,1.57
43.27,Bus,10,14.74,84.57,8.08
39.06,Bus,21,17.63,68.12,9.2
24.01,Bus,23,14.64,54.24,4.85
6.66,SUV,7,9.96,6.66,0.5
18.65,Bus,32,13.95,54.94,3.27
40.45,Van,13,10.46,59.6,5.25
27.03,Sedan,1,5.29,31.61,1.22
16.26,Van,1,11.23,28.96,1.98
22.98,Sedan,2,6.06,40.41,1.63
23.96,SUV,7,9.27,43.93,2.66
12.2,Sedan,3,6.53,17.89,0.84
15.9,Sedan,3,5.32,26.55,0.96
74.81,Sedan,4,7.25,108.4,5.58
2.16,Van,8,10.91,7.24,0.2
22.81,Sedan,1,5.31,34.38,1.15
40.45,Van,11,15.03,52.36,7.29
22.56,Sedan,2,7.07,36.36,1.9
14.74,Sedan,2,6.32,23.55,0.96
17.71,SUV,5,11.12,34.81,2.43
63.66,Van,4,14.32,89.33,9.83
33.57,Sedan,4,6.33,59.83,2.56
32.3,SUV,4,9.52,54.84,3.98
20.95,Bus,9,15.04,53.69,3.17
26.09,SUV,1,8.78,53.95,2.62
10.78,Sedan,3,6.26,30.75,0.69
65.91,Sedan,3,6.72,98.85,4.33
34.96,Bus,23,19.0,97.69,9.32
22.69,Sedan,2,7.17,38.9,1.45
24.91,Bus,19,18.71,43.25,5.98
30.59,SUV,2,7.18,62.87,2.52
10.71,Bus,18,15.18,23.39,2.09
18.37,Van,8,10.02,32.52,2.34
10.98,Bus,13,17.15,31.95,2.41
34.82,Sedan,4,7.76,58.15,3.32
8.36,Van,11,8.91,28.8,0.9
11.53,SUV,4,8.46,19.73,1.06
37.58,SUV,6,10.43,55.68,4.5
26.16,SUV,2,8.55,41.33,2.32
59.43,Bus,36,19.38,144.02,15.85
18.23,Bus,40,17.58,48.69,5.08
20.36,Van,13,11.46,28.27,2.31
51.94,SUV,5,8.66,69.9,5.14
44.03,SUV,3,10.0,57.4,5.34
38.07,Van,10,8.22,72.0,4.31
13.3,Sedan,1,6.06,19.51,0.93
14.11,Sedan,3,6.86,21.32,0.85
21.49,Sedan,1,7.14,33.98,1.4
21.13,Sedan,4,8.29,25.72,1.64
13.48,Sedan,2,6.03,22.42,0.9
17.69,Sedan,2,8.28,35.73,1.44
21.89,Sedan,3,5.71,36.34,1.66
42.57,Sedan,1,8.09,59.4,3.1
49.74,Bus,32,20.45,130.13,14.37
34.06,SUV,4,7.63,55.03,3.25
7.35,Sedan,2,6.87,25.78,0.64
45.99,Van,10,10.91,81.08,5.77
34.17,Sedan,4,7.25,65.06,2.66
38.95,Bus,16,17.33,84.05,8.88
14.07,Van,9,10.45,24.14,1.63
53.12,Sedan,3,8.14,76.34,4.44
19.87,SUV,1,8.85,34.89,1.96
13.35,Bus,41,20.48,30.91,4.41
36.0,Bus,44,17.32,94.77,9.92
21.68,SUV,1,11.5,37.1,2.35
33.53,SUV,1,7.98,61.14,2.45
17.61,Sedan,1,5.76,23.47,1.12
10.14,Bus,42,22.57,31.87,3.75
17.31,Sedan,3,5.97,36.77,1.2
8.51,Bus,11,22.8,29.95,2.75
34.24,SUV,6,10.34,67.83,4.36
2.72,SUV,3,8.77,8.68,0.27
44.26,SUV,7,6.28,76.68,3.42
9.06,Sedan,4,6.48,20.58,0.67
40.93,Sedan,1,6.62,55.04,3.26
31.67,Sedan,3,7.9,54.97,3.05
4.24,Sedan,1,8.41,9.99,0.42
25.51,Van,14,9.77,38.03,2.9
8.11,Sedan,3,7.46,14.18,0.72
25.6,Sedan,2,7.42,46.59,1.98
14.27,Bus,41,21.22,20.28,4.56
4.32,Bus,10,19.5,19.02,0.79
30.67,Bus,23,12.17,69.05,5.89
21.16,Bus,41,17.53,43.72,5.46
22.58,Sedan,1,5.11,41.04,1.41
5.05,Sedan,1,6.26,8.5,0.29
4.58,Van,10,12.76,13.34,0.77
18.48,Van,14,11.55,29.47,2.68
40.22,Sedan,2,7.88,63.0,3.48
34.62,Van,11,11.62,52.33,4.45
30.06,Sedan,3,4.94,42.68,1.81
48.04,Sedan,1,4.0,70.7,1.95
14.82,SUV,6,9.22,36.61,1.43
31.22,SUV,3,8.68,42.06,2.79
6.25,SUV,3,7.53,16.03,0.5
77.59,Sedan,4,4.46,102.63,4.08
12.99,Bus,22,15.8,23.16,2.38
29.71,Sedan,3,6.27,39.26,1.83
58.72,Sedan,4,7.3,80.76,4.09
17.2,Bus,30,18.57,47.44,4.99
29.26,Bus,5,22.82,86.18,7.98
25.2,Bus,24,14.89,75.89,5.0
16.61,Van,9,12.59,36.1,2.27
14.19,Van,14,11.09,27.11,1.72
8.88,SUV,3,10.04,18.92,0.93
19.99,Sedan,3,5.98,40.75,1.64
13.25,SUV,1,10.61,23.14,1.33
12.61,Sedan,4,6.85,12.64,1.1
32.56,Sedan,1,5.68,55.52,1.73
24.08,Van,3,10.98,60.52,2.72
41.89,SUV,1,8.64,69.55,4.4
16.48,Sedan,1,7.09,29.88,1.12
9.47,Sedan,2,5.08,21.5,0.54
32.89,Van,3,10.95,63.32,3.43
33.96,Sedan,2,6.97,66.08,2.62
26.86,Bus,44,18.1,66.35,8.67
12.36,SUV,7,11.02,27.57,1.71
22.81,SUV,4,10.16,48.34,2.49
9.14,SUV,3,8.99,20.23,0.94
13.11,Van,8,11.39,24.38,1.7
45.35,Sedan,2,6.85,54.33,3.66
15.47,Van,7,11.73,37.19,1.91
38.93,SUV,6,6.26,62.58,2.49
27.89,Sedan,4,6.14,45.19,2.06
57.94,Bus,38,13.55,128.14,12.64
27.21,Van,8,13.3,41.96,4.34
26.11,Van,9,10.89,53.38,3.0
6.3,Bus,30,17.42,25.2,1.46
13.39,Bus,31,20.69,27.17,3.46
18.43,Van,6,11.76,40.33,2.1
71.77,Van,14,8.97,141.95,7.13
14.13,Van,3,10.87,30.36,2.04
9.63,Van,7,10.4,19.02,1.1
7.33,SUV,1,6.38,24.18,0.49
6.13,Van,8,9.76,12.72,0.65
73.3,Sedan,3,6.28,93.49,5.26
24.83,Bus,34,17.66,58.23,7.05
10.62,Bus,12,13.55,37.19,1.79
48.87,Sedan,3,7.88,75.81,3.75
62.6,Van,7,10.82,122.26,7.67
11.0,Sedan,1,6.55,24.26,0.67
16.05,Sedan,2,6.98,24.53,1.03
44.23,Van,5,9.58,61.68,5.47
34.25,Sedan,1,7.05,46.33,2.77
19.64,Van,2,10.34,27.13,2.44
44.97,Van,11,9.39,83.78,4.25
6.1,SUV,2,9.86,9.04,0.48
9.29,Sedan,1,8.29,16.51,0.82
12.84,Sedan,1,7.37,24.47,0.81
11.72,SUV,6,10.38,22.43,1.48
3.24,Bus,11,16.44,9.02,0.48
16.77,SUV,3,6.6,25.49,1.43
31.25,Sedan,2,8.29,51.59,2.81
37.29,SUV,6,12.08,64.1,5.71
35.48,SUV,7,11.31,47.25,4.27
42.43,Van,12,10.4,58.95,4.92
29.0,Sedan,4,5.11,50.55,1.78
14.77,Van,6,9.08,30.8,1.32
4.87,SUV,3,6.47,7.74,0.32
4.76,Bus,23,17.68,19.27,1.05
23.74,Sedan,3,8.43,45.29,2.44
11.12,SUV,7,8.79,18.61,1.34
22.95,Bus,38,18.91,68.16,7.29
8.55,Sedan,3,8.15,21.7,0.73
47.66,Bus,27,16.79,119.37,9.49
17.21,Van,9,14.66,38.31,2.64
18.2,Sedan,1,8.89,21.0,1.72
19.37,Sedan,1,6.34,32.97,1.23
2.0,Van,13,9.96,9.18,0.41
44.39,Sedan,2,7.34,54.52,3.14
9.45,SUV,4,8.48,12.15,0.84
19.71,Sedan,1,5.11,39.64,1.01
22.48,SUV,5,10.92,33.7,2.44
11.97,Sedan,1,7.96,23.76,1.28
31.74,Bus,28,18.47,77.19,7.78
41.33,Bus,43,14.21,70.56,8.93
4.8,Bus,25,14.31,13.51,0.79
33.88,Van,11,11.19,63.62,4.59
3.96,Sedan,1,5.9,7.6,0.2
11.99,Van,14,10.39,31.63,1.34
14.58,Sedan,2,7.73,24.57,1.0
14.89,Sedan,2,7.38,21.12,1.31
45.8,Sedan,3,8.15,76.5,3.79
15.62,SUV,6,7.51,30.54,1.27
15.61,Van,3,10.38,29.92,2.04
7.61,Van,2,12.37,12.66,0.87
26.35,SUV,4,9.67,47.41,2.34
18.68,Sedan,1,8.34,39.4,1.5
29.65,Bus,13,19.26,64.84,6.26
7.49,SUV,4,11.77,18.77,0.78
58.75,SUV,5,9.81,96.94,6.2
35.39,Sedan,1,7.77,56.61,3.09
129.73,Van,11,10.42,170.2,14.59
22.28,Van,6,11.03,34.47,3.13
39.88,Sedan,3,7.59,53.39,3.26
59.68,Sedan,3,8.44,88.09,6.33
26.72,Van,5,12.31,62.69,3.63
19.09,Van,10,10.85,40.93,2.7
15.36,Sedan,3,8.15,31.94,1.38
17.48,Bus,19,11.42,34.01,2.68
24.34,Sedan,3,4.79,50.88,1.36
18.48,SUV,3,10.02,38.22,2.01
33.44,Bus,41,18.04,61.63,9.1
50.46,SUV,1,9.91,88.83,5.79
8.73,SUV,4,9.1,19.35,0.82
8.69,Sedan,3,7.19,14.98,0.73
15.75,Sedan,4,5.52,16.5,0.84
4.84,Bus,38,19.71,9.7,1.47
56.24,SUV,2,10.49,95.09,7.16
42.54,Bus,35,21.66,119.63,13.68
18.94,Sedan,2,8.92,31.99,1.76
20.16,Sedan,3,6.79,39.79,1.56
27.17,Sedan,4,6.83,32.8,2.23
12.13,Van,9,8.26,23.79,1.17
17.03,Sedan,1,5.86,32.43,1.03
12.78,Bus,33,17.42,34.54,3.3
22.54,SUV,7,10.58,26.2,2.56
22.95,Bus,40,16.17,58.65,5.81
19.78,Sedan,3,7.46,28.68,1.69
40.07,Bus,14,18.0,98.78,8.26
19.96,Van,1,10.68,42.36,2.41
20.81,Van,14,11.45,30.92,2.68
6.46,Van,6,10.3,16.11,0.87
32.8,Van,4,10.23,52.8,3.65
24.03,SUV,7,6.44,35.8,1.72
35.04,Sedan,3,6.2,38.83,2.48
11.32,Sedan,1,5.92,22.82,0.73
9.2,Bus,40,16.45,20.93,2.13
18.3,SUV,4,9.63,22.83,2.13
4.12,Van,10,12.19,11.74,0.66
58.17,SUV,7,9.35,73.37,6.4
17.88,Sedan,4,7.69,34.11,1.38
